"Sl no.","District Name","Market Name",Commodity,Variety,Grade,"Min Price (Rs./Quintal)","Max Price (Rs./Quintal)","Modal Price (Rs./Quintal)","Price Date"
353,Agra,Agra,Potato,Desi,FAQ,2700,2950,2820,2020/11/04
354,Agra,Agra,Potato,Desi,FAQ,2700,2900,2800,2020/11/03
355,Agra,Agra,Potato,Desi,FAQ,2650,2900,2780,2020/11/02
356,Agra,Agra,Potato,Desi,FAQ,2700,2950,2790,2020/10/31
357,Agra,Agra,Potato,Desi,FAQ,2700,2950,2780,2020/10/30
358,Agra,Agra,Potato,Desi,FAQ,2650,2900,2770,2020/10/29
359,Agra,Agra,Potato,Desi,FAQ,2600,2850,2750,2020/10/28
360,Agra,Agra,Potato,Desi,FAQ,2500,2750,2650,2020/10/27
361,Agra,Agra,Potato,Desi,FAQ,2650,2850,2780,2020/10/26
362,Agra,Agra,Potato,Desi,FAQ,2600,2850,2700,2020/10/24
363,Agra,Agra,Potato,Desi,FAQ,2550,2800,2680,2020/10/23
364,Agra,Agra,Potato,Desi,FAQ,2400,2600,2500,2020/10/22
365,Agra,Agra,Potato,Desi,FAQ,2400,2600,2480,2020/10/21
366,Agra,Agra,Potato,Desi,FAQ,2400,2600,2490,2020/10/20
367,Agra,Agra,Potato,Desi,FAQ,2400,2600,2500,2020/10/19
368,Agra,Agra,Potato,Desi,FAQ,2400,2600,2500,2020/10/17
369,Agra,Agra,Potato,Desi,FAQ,2400,2600,2510,2020/10/16
370,Agra,Agra,Potato,Desi,FAQ,2400,2600,2500,2020/10/15
371,Agra,Agra,Potato,Desi,FAQ,2350,2600,2470,2020/10/14
372,Agra,Agra,Potato,Desi,FAQ,2300,2550,2450,2020/10/13
373,Agra,Agra,Potato,Desi,FAQ,2400,2600,2515,2020/10/12
374,Agra,Agra,Potato,Desi,FAQ,2420,2650,2525,2020/10/10
375,Agra,Agra,Potato,Desi,FAQ,2400,2650,2520,2020/10/09
376,Agra,Agra,Potato,Desi,FAQ,2400,2600,2510,2020/10/08
377,Agra,Agra,Potato,Desi,FAQ,2400,2600,2500,2020/10/07
378,Agra,Agra,Potato,Desi,FAQ,2350,2600,2480,2020/10/06
379,Agra,Agra,Potato,Desi,FAQ,2400,2600,2500,2020/10/05
380,Agra,Agra,Potato,Desi,FAQ,2350,2600,2480,2020/10/03
381,Agra,Agra,Potato,Desi,FAQ,2300,2550,2450,2020/10/02
382,Agra,Agra,Potato,Desi,FAQ,2350,2600,2470,2020/09/30
383,Agra,Agra,Potato,Desi,FAQ,2350,2550,2480,2020/09/29
384,Agra,Agra,Potato,Desi,FAQ,2400,2600,2500,2020/09/28
385,Agra,Agra,Potato,Desi,FAQ,2300,2500,2400,2020/09/26
386,Agra,Agra,Potato,Desi,FAQ,2200,2500,2350,2020/09/25
387,Agra,Agra,Potato,Desi,FAQ,2300,2500,2400,2020/09/24
388,Agra,Agra,Potato,Desi,FAQ,2300,2500,2380,2020/09/23
389,Agra,Agra,Potato,Desi,FAQ,2200,2400,2280,2020/09/22
390,Agra,Agra,Potato,Desi,FAQ,2200,2400,2300,2020/09/21
391,Agra,Agra,Potato,Desi,FAQ,2100,2350,2250,2020/09/19
392,Agra,Agra,Potato,Desi,FAQ,2200,2400,2280,2020/09/18
393,Agra,Agra,Potato,Desi,FAQ,2120,2350,2250,2020/09/17
394,Agra,Agra,Potato,Desi,FAQ,2100,2300,2210,2020/09/16
395,Agra,Agra,Potato,Desi,FAQ,2100,2400,2240,2020/09/15
396,Agra,Agra,Potato,Desi,FAQ,2100,2300,2200,2020/09/14
397,Agra,Agra,Potato,Desi,FAQ,2100,2300,2200,2020/09/12
398,Agra,Agra,Potato,Desi,FAQ,2050,2250,2170,2020/09/11
399,Agra,Agra,Potato,Desi,FAQ,2000,2200,2100,2020/09/10
400,Agra,Agra,Potato,Desi,FAQ,2000,2200,2120,2020/09/09
401,Agra,Agra,Potato,Desi,FAQ,2050,2250,2150,2020/09/08
402,Agra,Agra,Potato,Desi,FAQ,2000,2200,2080,2020/09/07
403,Agra,Agra,Potato,Desi,FAQ,2000,2200,2100,2020/09/05
404,Agra,Agra,Potato,Desi,FAQ,2000,2200,2080,2020/09/04
405,Agra,Agra,Potato,Desi,FAQ,1900,2100,1980,2020/09/03
406,Agra,Agra,Potato,Desi,FAQ,1900,2100,2000,2020/09/02
407,Agra,Agra,Potato,Desi,FAQ,1900,2100,1980,2020/08/31
408,Agra,Agra,Potato,Desi,FAQ,1900,2100,2000,2020/08/29
409,Agra,Agra,Potato,Desi,FAQ,1900,2100,1990,2020/08/28
410,Agra,Agra,Potato,Desi,FAQ,1900,2100,2000,2020/08/27
411,Agra,Agra,Potato,Desi,FAQ,1850,2050,1950,2020/08/26
412,Agra,Agra,Potato,Desi,FAQ,2000,2200,2080,2020/08/25
413,Agra,Agra,Potato,Desi,FAQ,2000,2200,2100,2020/08/24
414,Agra,Agra,Potato,Desi,FAQ,1950,2150,2050,2020/08/22
415,Agra,Agra,Potato,Desi,FAQ,1900,2100,2000,2020/08/21
416,Agra,Agra,Potato,Desi,FAQ,1925,2080,1985,2020/08/20
417,Agra,Agra,Potato,Desi,FAQ,1900,2100,1980,2020/08/18
418,Agra,Agra,Potato,Desi,FAQ,1910,2050,1985,2020/08/17
419,Agra,Agra,Potato,Desi,FAQ,1900,2050,1980,2020/08/14
420,Agra,Agra,Potato,Desi,FAQ,1850,2050,1950,2020/08/13
421,Agra,Agra,Potato,Desi,FAQ,1900,2080,2000,2020/08/12
422,Agra,Agra,Potato,Desi,FAQ,1900,2100,1980,2020/08/11
423,Agra,Agra,Potato,Desi,FAQ,1800,2000,1900,2020/08/10
424,Agra,Agra,Potato,Desi,FAQ,1750,2000,1840,2020/08/08
425,Agra,Agra,Potato,Desi,FAQ,1800,2000,1890,2020/08/07
426,Agra,Agra,Potato,Desi,FAQ,1800,2000,1900,2020/08/06
427,Agra,Agra,Potato,Desi,FAQ,1800,2000,1900,2020/08/04
428,Agra,Agra,Potato,Desi,FAQ,1800,2000,1890,2020/08/03
429,Agra,Agra,Potato,Desi,FAQ,1800,1950,1890,2020/07/31
430,Agra,Agra,Potato,Desi,FAQ,1780,1950,1870,2020/07/30
431,Agra,Agra,Potato,Desi,FAQ,1800,1950,1880,2020/07/29
432,Agra,Agra,Potato,Desi,FAQ,1800,1950,1880,2020/07/28
433,Agra,Agra,Potato,Desi,FAQ,1800,1950,1870,2020/07/27
434,Agra,Agra,Potato,Desi,FAQ,1750,1950,1850,2020/07/25
435,Agra,Agra,Potato,Desi,FAQ,1750,1900,1825,2020/07/24
436,Agra,Agra,Potato,Desi,FAQ,1750,1900,1830,2020/07/23
437,Agra,Agra,Potato,Desi,FAQ,1700,1900,1810,2020/07/22
438,Agra,Agra,Potato,Desi,FAQ,1700,1900,1800,2020/07/21
439,Agra,Agra,Potato,Desi,FAQ,1650,1880,1770,2020/07/20
440,Agra,Agra,Potato,Desi,FAQ,1700,1850,1780,2020/07/17
441,Agra,Agra,Potato,Desi,FAQ,1700,1900,1800,2020/07/16
442,Agra,Agra,Potato,Desi,FAQ,1700,1900,1800,2020/07/15
443,Agra,Agra,Potato,Desi,FAQ,1600,1800,1710,2020/07/14
444,Agra,Agra,Potato,Desi,FAQ,1650,1800,1730,2020/07/13
445,Agra,Agra,Potato,Desi,FAQ,1650,1800,1720,2020/07/11
446,Agra,Agra,Potato,Desi,FAQ,1600,1800,1700,2020/07/10
447,Agra,Agra,Potato,Desi,FAQ,1550,1750,1650,2020/07/09
448,Agra,Agra,Potato,Desi,FAQ,1550,1750,1630,2020/07/08
449,Agra,Agra,Potato,Desi,FAQ,1520,1750,1625,2020/07/07
450,Agra,Agra,Potato,Desi,FAQ,1550,1700,1620,2020/07/06
451,Agra,Agra,Potato,Desi,FAQ,1450,1650,1550,2020/07/04
452,Agra,Agra,Potato,Desi,FAQ,1450,1650,1560,2020/07/03
453,Agra,Agra,Potato,Desi,FAQ,1400,1600,1520,2020/07/02
454,Agra,Agra,Potato,Desi,FAQ,1400,1600,1500,2020/06/30
455,Agra,Agra,Potato,Desi,FAQ,1400,1560,1480,2020/06/29
456,Agra,Agra,Potato,Desi,FAQ,1400,1600,1490,2020/06/27
457,Agra,Agra,Potato,Desi,FAQ,1400,1600,1500,2020/06/26
458,Agra,Agra,Potato,Desi,FAQ,1350,1550,1450,2020/06/25
459,Agra,Agra,Potato,Desi,FAQ,1350,1550,1460,2020/06/24
460,Agra,Agra,Potato,Desi,FAQ,1350,1550,1450,2020/06/23
461,Agra,Agra,Potato,Desi,FAQ,1300,1500,1400,2020/06/22
462,Agra,Agra,Potato,Desi,FAQ,1300,1500,1410,2020/06/20
463,Agra,Agra,Potato,Desi,FAQ,1320,1500,1420,2020/06/19
464,Agra,Agra,Potato,Desi,FAQ,1300,1480,1370,2020/06/18
465,Agra,Agra,Potato,Desi,FAQ,1300,1450,1380,2020/06/17
466,Agra,Agra,Potato,Desi,FAQ,1280,1450,1360,2020/06/16
467,Agra,Agra,Potato,Desi,FAQ,1250,1450,1350,2020/06/15
468,Agra,Agra,Potato,Desi,FAQ,1280,1450,1340,2020/06/14
469,Agra,Agra,Potato,Desi,FAQ,1250,1450,1350,2020/06/13
470,Agra,Agra,Potato,Desi,FAQ,1250,1450,1340,2020/06/12
471,Agra,Agra,Potato,Desi,FAQ,1280,1440,1345,2020/06/11
472,Agra,Agra,Potato,Desi,FAQ,1280,1450,1350,2020/06/10
473,Agra,Agra,Potato,Desi,FAQ,1240,1400,1320,2020/06/09
474,Agra,Agra,Potato,Desi,FAQ,1250,1450,1330,2020/06/08
475,Agra,Agra,Potato,Desi,FAQ,1250,1420,1335,2020/06/06
476,Agra,Agra,Potato,Desi,FAQ,1280,1420,1340,2020/06/05
477,Agra,Agra,Potato,Desi,FAQ,1250,1420,1345,2020/06/04
478,Agra,Agra,Potato,Desi,FAQ,1250,1450,1340,2020/06/03
479,Agra,Agra,Potato,Desi,FAQ,1250,1400,1335,2020/06/02
480,Agra,Agra,Potato,Desi,FAQ,1280,1410,1350,2020/05/31
481,Agra,Agra,Potato,Desi,FAQ,1280,1450,1340,2020/05/30
482,Agra,Agra,Potato,Desi,FAQ,1280,1450,1350,2020/05/29
483,Agra,Agra,Potato,Desi,FAQ,1250,1450,1340,2020/05/28
484,Agra,Agra,Potato,Desi,FAQ,1280,1420,1350,2020/05/27
485,Agra,Agra,Potato,Desi,FAQ,1250,1450,1345,2020/05/26
486,Agra,Agra,Potato,Desi,FAQ,1250,1450,1340,2020/05/25
487,Agra,Agra,Potato,Desi,FAQ,1250,1400,1330,2020/05/24
488,Agra,Agra,Potato,Desi,FAQ,1280,1400,1345,2020/05/23
489,Agra,Agra,Potato,Desi,FAQ,1250,1420,1340,2020/05/22
490,Agra,Agra,Potato,Desi,FAQ,1280,1420,1350,2020/05/21
491,Agra,Agra,Potato,Desi,FAQ,1280,1400,1340,2020/05/20
492,Agra,Agra,Potato,Desi,FAQ,1250,1400,1330,2020/05/18
493,Agra,Agra,Potato,Desi,FAQ,1280,1400,1340,2020/05/17
494,Agra,Agra,Potato,Desi,FAQ,1260,1400,1330,2020/05/16
495,Agra,Agra,Potato,Desi,FAQ,1260,1390,1325,2020/05/15
496,Agra,Agra,Potato,Desi,FAQ,1250,1400,1330,2020/05/14
497,Agra,Agra,Potato,Desi,FAQ,1250,1400,1330,2020/05/13
498,Agra,Agra,Potato,Desi,FAQ,1280,1400,1335,2020/05/12
499,Agra,Agra,Potato,Desi,FAQ,1280,1400,1325,2020/05/11
500,Agra,Agra,Potato,Desi,FAQ,1260,1400,1330,2020/05/09
501,Agra,Agra,Potato,Desi,FAQ,1300,1400,1340,2020/05/08
502,Agra,Agra,Potato,Desi,FAQ,1280,1400,1325,2020/05/07
503,Agra,Agra,Potato,Desi,FAQ,1260,1400,1330,2020/05/06
504,Agra,Agra,Potato,Desi,FAQ,1250,1400,1330,2020/05/05
505,Agra,Agra,Potato,Desi,FAQ,1280,1400,1340,2020/05/04
506,Agra,Agra,Potato,Desi,FAQ,1280,1400,1325,2020/05/02
507,Agra,Agra,Potato,Desi,FAQ,1250,1400,1330,2020/04/30
508,Agra,Agra,Potato,Desi,FAQ,1250,1400,1330,2020/04/29
509,Agra,Agra,Potato,Desi,FAQ,1280,1400,1325,2020/04/28
510,Agra,Agra,Potato,Desi,FAQ,1280,1400,1330,2020/04/27
511,Agra,Agra,Potato,Desi,FAQ,1250,1400,1325,2020/04/25
512,Agra,Agra,Potato,Desi,FAQ,1250,1400,1325,2020/04/24
513,Agra,Agra,Potato,Desi,FAQ,1250,1400,1320,2020/04/23
514,Agra,Agra,Potato,Desi,FAQ,1250,1400,1330,2020/04/18
515,Agra,Agra,Potato,Desi,FAQ,1250,1400,1325,2020/04/17
516,Agra,Agra,Potato,Desi,FAQ,1220,1400,1300,2020/04/16
517,Agra,Agra,Potato,Desi,FAQ,1240,1400,1310,2020/04/15
518,Agra,Agra,Potato,Desi,FAQ,1250,1400,1310,2020/04/14
519,Agra,Agra,Potato,Desi,FAQ,1200,1350,1290,2020/04/13
520,Agra,Agra,Potato,Desi,FAQ,1220,1400,1310,2020/04/11
521,Agra,Agra,Potato,Desi,FAQ,1200,1350,1280,2020/04/10
522,Agra,Agra,Potato,Desi,FAQ,1250,1400,1320,2020/04/09
523,Agra,Agra,Potato,Desi,FAQ,1180,1320,1260,2020/04/08
524,Agra,Agra,Potato,Desi,FAQ,1200,1320,1260,2020/04/07
525,Agra,Agra,Potato,Desi,FAQ,1180,1350,1250,2020/04/06
526,Agra,Agra,Potato,Desi,FAQ,1150,1300,1220,2020/04/04
527,Agra,Agra,Potato,Desi,FAQ,1500,1650,1580,2020/04/02
528,Agra,Agra,Potato,Desi,FAQ,1650,1850,1750,2020/03/31
529,Agra,Agra,Potato,Desi,FAQ,1650,1800,1720,2020/03/30
530,Agra,Agra,Potato,Desi,FAQ,1150,1300,1210,2020/03/21
531,Agra,Agra,Potato,Desi,FAQ,1100,1300,1200,2020/03/20
532,Agra,Agra,Potato,Desi,FAQ,1100,1280,1200,2020/03/19
533,Agra,Agra,Potato,Desi,FAQ,1120,1260,1190,2020/03/18
534,Agra,Agra,Potato,Desi,FAQ,1100,1280,1180,2020/03/17
535,Agra,Agra,Potato,Desi,FAQ,1100,1250,1170,2020/03/16
536,Agra,Agra,Potato,Desi,FAQ,1050,1250,1150,2020/03/14
537,Agra,Agra,Potato,Desi,FAQ,1100,1300,1215,2020/03/13
538,Agra,Agra,Potato,Desi,FAQ,1100,1300,1200,2020/03/12
539,Agra,Agra,Potato,Desi,FAQ,1150,1300,1220,2020/03/11
540,Agra,Agra,Potato,Desi,FAQ,1080,1220,1140,2020/03/07
541,Agra,Agra,Potato,Desi,FAQ,1050,1200,1120,2020/03/06
542,Agra,Agra,Potato,Desi,FAQ,980,1150,1050,2020/03/05
543,Agra,Agra,Potato,Desi,FAQ,880,1050,950,2020/03/04
544,Agra,Agra,Potato,Desi,FAQ,750,950,850,2020/03/03
545,Agra,Agra,Potato,Desi,FAQ,780,920,855,2020/03/02
546,Agra,Agra,Potato,Desi,FAQ,780,980,860,2020/02/28
547,Agra,Agra,Potato,Desi,FAQ,800,950,870,2020/02/26
548,Agra,Agra,Potato,Desi,FAQ,800,960,880,2020/02/25
549,Agra,Agra,Potato,Desi,FAQ,800,980,870,2020/02/24
550,Agra,Agra,Potato,Desi,FAQ,800,950,880,2020/02/22
551,Agra,Agra,Potato,Desi,FAQ,800,950,870,2020/02/21
552,Agra,Agra,Potato,Desi,FAQ,800,1000,890,2020/02/20
553,Agra,Agra,Potato,Desi,FAQ,800,1000,900,2020/02/19
554,Agra,Agra,Potato,Desi,FAQ,800,1000,900,2020/02/18
555,Agra,Agra,Potato,Desi,FAQ,800,980,910,2020/02/17
556,Agra,Agra,Potato,Desi,FAQ,810,1000,905,2020/02/15
557,Agra,Agra,Potato,Desi,FAQ,800,1000,900,2020/02/14
558,Agra,Agra,Potato,Desi,FAQ,800,1000,910,2020/02/13
559,Agra,Agra,Potato,Desi,FAQ,850,1000,920,2020/02/12
560,Agra,Agra,Potato,Desi,FAQ,810,980,900,2020/02/11
561,Agra,Agra,Potato,Desi,FAQ,850,1000,910,2020/02/10
562,Agra,Agra,Potato,Desi,FAQ,850,1000,920,2020/02/08
563,Agra,Agra,Potato,Desi,FAQ,820,1000,900,2020/02/07
564,Agra,Agra,Potato,Desi,FAQ,900,1100,980,2020/02/05
565,Agra,Agra,Potato,Desi,FAQ,900,1050,970,2020/02/04
566,Agra,Agra,Potato,Desi,FAQ,900,1050,980,2020/02/03
567,Agra,Agra,Potato,Desi,FAQ,900,1060,1000,2020/01/31
568,Agra,Agra,Potato,Desi,FAQ,1000,1150,1080,2020/01/30
569,Agra,Agra,Potato,Desi,FAQ,1100,1260,1180,2020/01/29
570,Agra,Agra,Potato,Desi,FAQ,1050,1250,1150,2020/01/28
571,Agra,Agra,Potato,Desi,FAQ,1100,1260,1180,2020/01/27
572,Agra,Agra,Potato,Desi,FAQ,1150,1350,1260,2020/01/25
573,Agra,Agra,Potato,Desi,FAQ,1200,1350,1265,2020/01/24
574,Agra,Agra,Potato,Desi,FAQ,1180,1350,1250,2020/01/22
575,Agra,Agra,Potato,Desi,FAQ,1200,1350,1280,2020/01/21
576,Agra,Agra,Potato,Desi,FAQ,1200,1400,1300,2020/01/20
577,Agra,Agra,Potato,Desi,FAQ,1180,1350,1260,2020/01/18
578,Agra,Agra,Potato,Desi,FAQ,1150,1300,1225,2020/01/17
579,Agra,Agra,Potato,Desi,FAQ,1150,1300,1220,2020/01/16
580,Agra,Agra,Potato,Desi,FAQ,1150,1350,1250,2020/01/15
581,Agra,Agra,Potato,Desi,FAQ,1150,1300,1220,2020/01/14
582,Agra,Agra,Potato,Desi,FAQ,1150,1300,1220,2020/01/13
583,Agra,Agra,Potato,Desi,FAQ,1200,1300,1250,2020/01/11
584,Agra,Agra,Potato,Desi,FAQ,1200,1400,1300,2020/01/10
585,Agra,Agra,Potato,Desi,FAQ,1150,1350,1250,2020/01/09
586,Agra,Agra,Potato,Desi,FAQ,1250,1400,1320,2020/01/08
587,Agra,Agra,Potato,Desi,FAQ,1200,1400,1300,2020/01/07
588,Agra,Agra,Potato,Desi,FAQ,1200,1350,1280,2020/01/06
589,Agra,Agra,Potato,Desi,FAQ,1240,1400,1310,2020/01/04
590,Agra,Agra,Potato,Desi,FAQ,1300,1450,1380,2020/01/03
591,Agra,Agra,Potato,Desi,FAQ,1300,1500,1400,2020/01/02
592,Agra,Fatehabad,Potato,Desi,FAQ,700,800,750,2020/12/31
593,Agra,Fatehabad,Potato,Desi,FAQ,800,900,850,2020/12/30
594,Agra,Fatehabad,Potato,Desi,FAQ,800,900,850,2020/12/28
595,Agra,Fatehabad,Potato,Desi,FAQ,850,950,900,2020/12/27
596,Agra,Fatehabad,Potato,Desi,FAQ,800,900,850,2020/12/26
597,Agra,Fatehabad,Potato,Desi,FAQ,1000,1100,1050,2020/12/25
598,Agra,Fatehabad,Potato,Desi,FAQ,800,1000,850,2020/12/24
599,Agra,Fatehabad,Potato,Desi,FAQ,1000,1100,1050,2020/12/22
600,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020/12/20
601,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020/12/19
602,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020/12/17
603,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,2020/12/16
604,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020/12/15
605,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1430,2020/12/14
606,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,2020/12/12
607,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,2020/12/10
608,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020/12/09
609,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020/12/08
610,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,2020/12/07
611,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020/12/06
612,Agra,Fatehabad,Potato,Desi,FAQ,2200,2300,2250,2020/12/04
613,Agra,Fatehabad,Potato,Desi,FAQ,2700,2750,2720,2020/12/02
614,Agra,Fatehabad,Potato,Desi,FAQ,2650,2730,2700,2020/12/01
615,Agra,Fatehabad,Potato,Desi,FAQ,2700,2800,2740,2020/11/30
616,Agra,Fatehabad,Potato,Desi,FAQ,2700,2750,2730,2020/11/28
617,Agra,Fatehabad,Potato,Desi,FAQ,2700,2800,2750,2020/11/26
618,Agra,Fatehabad,Potato,Desi,FAQ,2700,2750,2720,2020/11/25
619,Agra,Fatehabad,Potato,Desi,FAQ,2700,2800,2750,2020/11/24
620,Agra,Fatehabad,Potato,Desi,FAQ,2500,2600,2550,2020/11/23
621,Agra,Fatehabad,Potato,Desi,FAQ,2500,2600,2550,2020/11/21
622,Agra,Fatehabad,Potato,Desi,FAQ,2500,2550,2520,2020/11/20
623,Agra,Fatehabad,Potato,Desi,FAQ,2000,2050,2020,2020/11/19
624,Agra,Fatehabad,Potato,Desi,FAQ,1800,1850,1820,2020/11/18
625,Agra,Fatehabad,Potato,Desi,FAQ,1900,2000,1950,2020/11/17
626,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020/11/12
627,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020/11/11
628,Agra,Fatehabad,Potato,Desi,FAQ,2200,2300,2250,2020/11/10
629,Agra,Fatehabad,Potato,Desi,FAQ,2000,2200,2050,2020/11/09
630,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020/11/07
631,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020/11/05
632,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020/11/03
633,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020/11/02
634,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2060,2020/11/01
635,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020/10/31
636,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020/10/30
637,Agra,Fatehabad,Potato,Desi,FAQ,1800,1850,1820,2020/10/29
638,Agra,Fatehabad,Potato,Desi,FAQ,2000,2200,2050,2020/10/28
639,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020/10/27
640,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020/10/26
641,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2060,2020/10/25
642,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020/10/24
643,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020/10/22
644,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020/10/21
645,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020/10/20
646,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020/10/19
647,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1530,2020/10/18
648,Agra,Fatehabad,Potato,Desi,FAQ,1800,1850,1820,2020/10/17
649,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,2020/10/16
650,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020/10/15
651,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020/10/14
652,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020/10/13
653,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020/10/12
654,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020/10/11
655,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,2020/10/10
656,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020/10/07
657,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020/10/05
658,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020/10/04
659,Agra,Fatehabad,Potato,Desi,FAQ,1850,1950,1900,2020/10/03
660,Agra,Fatehabad,Potato,Desi,FAQ,1850,1950,1900,2020/10/02
661,Agra,Fatehabad,Potato,Desi,FAQ,1850,2000,1900,2020/10/01
662,Agra,Fatehabad,Potato,Desi,FAQ,1850,1950,1900,2020/09/30
663,Agra,Fatehabad,Potato,Desi,FAQ,1800,1850,1820,2020/09/29
664,Agra,Fatehabad,Potato,Desi,FAQ,2000,2050,2020,2020/09/28
665,Agra,Fatehabad,Potato,Desi,FAQ,1800,1870,1860,2020/09/27
666,Agra,Fatehabad,Potato,Desi,FAQ,1850,1900,1870,2020/09/26
667,Agra,Fatehabad,Potato,Desi,FAQ,1750,1800,1780,2020/09/24
668,Agra,Fatehabad,Potato,Desi,FAQ,1850,2000,1900,2020/09/23
669,Agra,Fatehabad,Potato,Desi,FAQ,1800,1850,1820,2020/09/22
670,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020/09/21
671,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020/09/20
672,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020/09/19
673,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020/09/18
674,Agra,Fatehabad,Potato,Desi,FAQ,1750,1850,1800,2020/09/17
675,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020/09/16
676,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020/09/15
677,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020/09/13
678,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020/09/12
679,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020/09/11
680,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020/09/10
681,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020/09/09
682,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020/09/06
683,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020/09/05
684,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,2020/09/04
685,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,2020/09/02
686,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020/09/01
687,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020/08/31
688,Agra,Fatehabad,Potato,Desi,FAQ,1400,1480,1450,2020/08/30
689,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,2020/08/29
690,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,2020/08/28
691,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,2020/08/27
692,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,2020/08/25
693,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,2020/08/24
694,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020/08/23
695,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020/08/22
696,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,2020/08/19
697,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020/08/18
698,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020/08/17
699,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1430,2020/08/16
700,Agra,Fatehabad,Potato,Desi,FAQ,800,850,820,2020/08/13
701,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020/08/08
702,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1430,2020/08/07
